nang,8,"surprise, exclamation, encouragement (mirative)",part
mowar,8,"advice, bit or piece of advice",n
lì’fyavi,8,"expression, bit of language",n
nän,8,decrease,v:in
yayo,8,bird,n
lal,8,old (opposite of mip),adj
koaktu,8,old person,n
’itan,8,son,n
pup,8,short (physical length),adj
taron,8,hunt,v:tr
munge,8,"take, bring",v:tr
hiyìk,8,"funny, strange",adj
spä,8,jump,v:?
syewe,8,fat (substance in meat),n
swaw,8,moment,n
fpxäkìm,8,enter,v:in
’are,8,"poncho, cape, shawl",n
tsawng,8,"shatter, break into pieces",v:in
pewn,8,neck,n
pxan,8,worthy,adj
zäfi,8,"modified, interfered with, no longer in a natural state",adj
tsapo,8,that one (for people only),pn
somwew,8,temperature,n
’ong,8,"unfold, blossom",v:?
paw,8,grow; germinate and develop (of a plant),v:in
zoplo,8,"offence, insult",n
eyktanay,8,"deputy, general, one step down from leader",n
ingyentsim,8,"mystery, riddle, enigma, conundrum",n
kunsìp,8,gunship,n
fpeio,8,challenge (ceremonial),n
tìeyktan,8,leadership,n
tìska’a,8,destruction,n
sähena,8,"container, vessel, carrier",n
tsyeym,8,treasure; something rare and of great value,n
krro krro,8,"sometimes, from time to time",phr
kxener,7,smoke,n
vezeyko,7,"put in order, organize",v:tr
käteng,7,"spend time with, hang out with",v:in
meyp,7,weak,adj
tstal,7,knife,n
kip,7,among,adp
io,7,"over,  above",adp
kìte’e,7,serve,nv:si
yayayrnga’,7,confusing,adj
ro’a,7,"be impressive, inspire awe or respect",v:in
weopx,7,wave (of water),n
le’aw,7,only,adj
fmong,7,"steal, rob",v:tr
tsyoklìt,7,chocolate,n
lehawngkrr,7,late,adj
ronsem,7,mind,n
nong,7,"follow, proceed after",v:tr
uolì’uvi,7,suffix,n
nìno,7,"in detail, expansively, thoroughly",adv
tsyey,7,"snack, light meal",n
hayalo,7,next time,adv
mìfa,7,inside,n
sänumvi,7,lesson,n
’aw,7,one,num
ran,7,"intrinsic character or nature, essence, constitution",n
hamalo,7,last time,adv
ronsrelngop,7,"imagine, envision (c.w. from ronsem mind, rel picture, ngop create, casual pronunciation [ˈɾon.sɾɛw.ŋ·op̚] )",v:tr
mawkrra,7,after (temporal),conj
tsongropx,7,"hole, cavity, excavation with a bottom (visible or presumed)",n
syon,7,"feature, trait, attribute, characteristic, point, aspect, facet, property",n
reypay,7,blood,n
fngo’,7,"require, demand",v:tr
tìohakx,7,hunger,n
ftxulì’u,7,"orate, give speech",v:in
lehawng,7,excessive,adj
hangvur,7,"joke, funny story",n
nìftue,7,easily,adv
vospxìam,7,last month,n
tsawn,7,gather growing food from the forest; pick; harvest (in agriculture),v:tr
’awlie,7,once (in the past),adv
tsyokx,7,hand,n
vospxìvol,7,August,n
eykyu,7,"leader (typically temporary, of a small group like a hunting party)",n
ropx,7,hole (going clear through an object),n
tong,7,"put out, quench",v:tr
zet,7,"treat (emotionally), display an attitude towards",v:tr
wäsul,7,compete,v:in
sänrr,7,"glow, an instance of glowing; light source, lamp",n
zìsìtsaltrr,7,(yearly) anniversary,n
alìm,7,"far away, at a distance",adv
txum,7,poison,n
txon’ongmaw,7,"twilight, the time before dark, after sunset",n
tsamsä’o,7,weapon of war,n
fìpo,7,this one person or thing,pn
tseo,7,art,n
mäkxu,7,"interrupt, throw out of harmonious balance",v:tr
pe’ngayyu,7,judge,n
sngel,7,"garbage, trash, rubbish",n
tìkezin,7,"untangle, solve",nv:si
kian,7,blame,v:tr
slele,6,swim,v:in
tem,6,shoot,v:in
palang,6,"contact (in a social sense), communicate with",v:tr
kalin,6,sweet to the taste,adj
fnan,6,be good at,v:tr
kxor,6,a wall or bank of powerful waterfalls noted for its deafening roar and deadly force,n
lang,6,"investigate, explore",v:tr
nìtengfya,6,"as, same way as (similar action)",adv
nìlaw,6,clearly,adv
txon’ong,6,"nightfall, sunset, dusk, gloaming",n
yapay,6,"mist, fog, steam",n
ngenga,6,you (honorific form),pn
tìwäte,6,"dispute, argument",n
mrrtrr,6,five day work week,n
’emyu,6,"cook, cooker",n
leha’,6,"appropriate, suitable, fitting",adj
ramunong,6,well,n
ke’u,6,nothing,pn
tsaheyl,6,"bond with, establish a neural connection",nv:si
tsaheylu,6,bond (neural connection),n
ontu,6,nose,n
hewne,6,soft (of an object),adj
lapo,6,other person or thing,pn
fil,6,"child’s toy, plaything",n
pxi,6,sharp (as a point),adj
fkxen,6,vegetable (food),n
txa’,6,hard,adj
nokx,6,give birth to,v:tr
yawntu,6,loved one,n
kxum,6,"viscous, gelatinous, thick",adj
nìtrrtrr,6,"on a daily basis, regularly",adv
fpivìl,6,"hmm, let’s see, let me think",intj
mei,6,wet,adj
leytslam,6,appreciate,v:tr
kay,6,from now (in the future),adp
’okrol,6,history (ancient),n
tengfya,6,"as, same way as (situational similarity)",conj
tsulfä,6,mastery,n
’on,6,"shape, form",n
tswal,6,power,n
nim,6,"timid, shy",adj
tìtsunslu,6,possibility,n
mikyun,6,ear,n
’ewan,6,young,adj
’awpo,6,one individual,pn
sävll,6,"sign, indication, signal",n
reypaytun,6,"red (""blood tun"")",adj
yawo,6,"take off, launch",v:in
yll,6,communal,adj
vospxìmun,6,February,n
tsampongu,6,war party,n
txew,6,"edge, brink, limit, border, end",n
muntxate,6,"wife, female spouse",n
sweriye,6,Sweden,n:pr
vospxìkin,6,July,n
kllrikx,6,earthquake,n
letsim,6,"original, unique, not derived from another source",adj
tìnvi,6,"task, errand, step (in an instruction)",n
ftawnemkrr,5,past,n
stä’nì,5,catch,v:tr
fpomtokxnga’,5,healthful (physically),adj
yo,5,surface,n
heyn,5,sit,v:in
ohe,5,I (deferential or ceremonial form),pn
tìmu’ni,5,"achievement, accomplishment",n
tawng,5,"dive, duck (into or under water)",v:in
rawm,5,lightning (general term),n
tìkemwiä,5,"unfairness, injustice",n
hìmtxan,5,amount,n
loho,5,be surprising (experiencer in dative),v:in
’ipu,5,"humorous, funny, amusing",adj
velek,5,"give up, surrender, concede defeat",v:in
nìrangal,5,"wish (contrary to fact, with perfective or imperfective subjunctive)",adv
ha’,5,"fit, suit, complement, inherently enhance",v:in
kelpxìmrun,5,rare,adj
tìketeng,5,difference,n
syeha,5,breathe,nv:si
yomtìng,5,feed (with dative object),v:in
srew,5,dance,v:in
taronyu,5,hunter,n
leyn,5,"repeat, do again",v:tr
äzan,5,"force, compel",nv:si
peseng,5,where,inter
pelì’u,5,"what (word, utterance)",inter
hangham,5,laugh,v:in
kato,5,rhythm,n
fkxaranga’,5,stressful,adj
nìtoitsye,5,German,adv
syeprel,5,camera,n
vospxìmrr,5,May,n
’awlo,5,once,adv
nì’o’,5,"in a manner which is enjoyable, enjoyably",adv
kì’ong,5,slow,adj
nutx,5,thick,adj
snumìna,5,dim,adj
aungia,5,"sign, omen",n
ketsuktiam,5,"uncountable, infinite",adj
fpxamo,5,"terrible, horrible, awful",adj
walak,5,"energetic, active",adj
kemlì’uvi,5,infix,n
tìmok,5,abstract idea of a suggestion,n
lefpomtokx,5,healthy (physically) ,adj
fyeyntu,5,adult person,n
tsu’o,5,ability,n
susyang,5,"fragile, delicate",adj
ukxo,5,dry,adj
säsulìn,5,"hobby, pleasureyielding activity",n
mek,5,"empty, or metaphorically: having no value",adj
mrrve,5,fifth (ordinal),adj
sok,5,recent,adj
ngip,5,"space, open or borderless area",n
tìsteftxaw,5,examination,n
mìn,5,"turn, rotate on an axis",v:in
nip,5,"become stuck, get caught in something",v:in
tsre’i,5,throw,v:tr
tsìpxì,5,one-fourth,n
pxìmun’i,5,"divide, cut into parts",v:tr
txur,5,strong (physically),adj
nuä,5,beyond,adp:len
tawsìp,5,skyship,n
la’a,5,"physical separation, distance between two places or objects",n
atanzaw,5,forked lightning,n
nìyol,5,"briefly, shortly (of time)",adv
tìnew,5,desire,n
kxetse,5,tail,n
slär,5,cave,n
muwìntxu,5,"introduce, present",v:tr
keltrrtrr,5,unusual,adj
speng,5,restore,v:tr
wrrkä,5,"go out, go outside",v:in
te,5,used in full names,part
emrey,5,survive,v:in
wrrzärìp,5,"pull out, extract",v:tr
newomum,5,"be curious, want to know",v:in
zam mì zam,5,"completely, one hundred percent",phr
rel arusikx,5,"movie, film, video",phr
särengop,5,design (a particular instance of designing),n
sngap,4,sting,v:tr
nìli,4,in advance,adv
’en,4,make an informed guess,nv:si
sosul,4,"pleasant smell of nearby running water, rain, moist vegetation",adj
renulke,4,"irregular, random",adj
meyam,4,"hug, embrace, hold in one’s arms",v:tr
nìzawnong,4,safely,adv
alaksi,4,ready,adj
ftem,4,pass by (something),v:tr
letrrtrr,4,ordinary,adj
ventil,4,ankle,n
fwäkì,4,mantis,n
paynga’,4,"moist, humid, damp",adj
’evengan,4,boy,n
ramtsyìp,4,hill,n
lìng,4,"float in the air, hover",v:in
txanatan,4,"bright, vivid",adj
tì’i’avay,4,until the end,adv
txanwawe,4,"personally meaningful, significant",adj
srankehe,4,"more or less, somewhat, yes and no, kind of",part
tìngay,4,truth,n
tìloho,4,surprise,n
säwem,4,fight,n
uniltsa,4,"dream of, dream about",v:tr
fyalì’u,4,adverb,n
pxiswawam,4,just a moment ago,adv
säwìngay,4,proof (particular instance),n
tsawlhì’,4,size,n
srunga’,4,helpful,adj
srä,4,cloth; a piece of cloth woven on a loom,n
ftumfa,4,"out of, from inside",adp
tupe,4,who,inter
smaw,4,approve of,v:tr
neto,4,away (direction),adv
’evi,4,kid (affectionate form of),n
vospxìtsìng,4,April,n
tìmuntxa,4,"mating, marriage",n
krrpe,4,when,inter
seyn,4,"chair, stool, bench; any tool or device to facilitate sitting",n
kewan,4,age,n
tìm,4,low,adj
flew,4,throat,n
nìwok,4,loudly,adv
tìsla’tsu,4,description,n
tìkxìm,4,"commanding, ordering, assigning tasks",n
kali’weya,4,species of poisonous arachnid,n
kxutu,4,enemy,n
plltxeyu,4,speaker,n
stxong,4,"strange, unfamiliar, unknown",adj
txärem,4,bone,n
letam,4,sufficient,adj
pamrelvi,4,letter (phonetic symbol),n
tìyawn,4,love,n
srungtsyìp,4,"helpful hint, tip",n
snanumultxa,4,course (as a collection of classes),n
fpomron,4,health or wellbeing (mental),n
kom,4,dare,v:m
sulìn,4,"be busy (positive sense), be engrossed in something one finds especially pleasant and energizing",v:in
muntrram,4,last weekend,n
nafì’u,4,such,adj
sämok,4,suggestion,n
tìsyortsyìp,4,"break, small rest or relaxation",n
ye,4,"satisfied, content, satiated, full",adj
tsyär,4,reject,v:tr
tìme’em,4,harmony (general sense),n
fäpa,4,top,n
ngrrpongu,4,grassroots movement,n
txeptun,4,"orange (""fire tun"")",adj
txepìva,4,"ash, cinder",n
yora’tu,4,winner,n
’ite,4,daughter,n
spule,4,propel,v:tr
mrrpxì,4,one-fifth,n
tsankum,4,"advantage, benefit, upside, gain",n
lomtu,4,missed person,n
tìsung,4,"addition, post script",n
starsìm,4,"gather, collect",v:tr
pamtseotu,4,musician,n
talioang,4,sturmbeest,n
puve,4,sixth (ordinal),adj
tìvirä,4,"spread, proliferation",n
nìwan,4,"secretly, in hiding, by hiding",adv
leyr,4,frozen,adj
txanlal,4,"ancient, very old",adj
pizayu,4,ancestor,n
wìngay,4,prove,v:tr
tìpe’ngay,4,conclusion,n
lawnol,4,great joy,n
uniltìrantokxolo’,4,"clan, or group of avatars",n
vospxìpuk,4,June,n
yemstokx,4,"put on (clothing), don",v:tr
tìkeftxonga’,4,sad,adj
yeyfya,4,straight line,n
nìmal,4,"trustingly, without hesitation",adv
trrtsìve,4,Wednesday,n
tsmisnrr,4,"bladder lantern, nectar lantern",n
reltseotu,4,artist (visual) ,n
’evenge,4,girl,n
huru,4,cooking pot,n
pung,4,"hurt, injure",v:tr
lelì’fya,4,"concerning language, regarding language",adj
txantstew,4,hero,n
tìngop,4,abstract idea of a creation,n
tìmweypey,4,patience,n
yol,3,short (of time),adj
kxamlä,3,through (via the middle of),adp
tsyìl,3,"climb, scale (pulling entire body up)",v:tr
starlì’u,3,adposition,n
rawmpxom,3,thunder and lightning,n
rofa,3,"beside, alongside",adp
loreyu,3,"helicoradian, beautiful spiral",n
zawr,3,animal call,n
’rrpxom,3,thunder,n
trr’awve,3,Sunday,n
sätare,3,"connection, relationship",n
’e’al,3,worst,adj
asim,3,"nearby, at close range",adv
ley,3,"be of value, have some positive value, be worth something",v:in
stiwi,3,"be naughty, do mischief",nv:si
pxasìk,3,"screw that!, no way! (vulgar)",intj
rong,3,tunnel,n
pxesrram,3,three days ago,n
ku’up,3,heavy (physical weight),adj
fyep,3,"hold in the hand, grasp, grip",v:tr
txonay,3,tomorrow night,adv
taweyka,3,because,conj
fäkä,3,"go up, ascend",v:in
tìkeftxo,3,sadness,n
kxll,3,charge,nv:si
palulukan,3,thanator,n
nìyo’,3,"perfectly, flawlessly",adv
swirä,3,creature,n
ketuwong,3,alien,n
tì’ongokx,3,birth,n
mo’at,3,tsahìk of the Omatikaya,n:pr
meoauniaea,3,"harmony, living at one with nature",n
zevakx,3,cruel,adj
sätswayon,3,flight (an instance of flying),n
yewn,3,"express, convey (a thought or feeling)",v:tr
se’ayl,3,"an individual tall, thin waterfall that pours down a sheer high cliff, or off of a floating mountain (countable)",n
mune,3,two,num
fngapsutxwll,3,metalfollowing plant,n
’ìn,3,"be busy, be occupied",v:in
nrra,3,"pride, feeling of pride",n
nekll,3,down (direction),adv
poan,3,he,pn
nawmtu,3,great person,n
hìno,3,"fine, detailed, precise, intricate (of things)",adj
tsìlpey,3,hope (abstract concept),n
lisre,3,"by, before, up to but not after",adp:len
ultxarun,3,"encounter, meet by chance",v:tr
tìtsyul,3,"beginning, start",n
la’um,3,pretend,v:in
kelkin,3,unnecessary,adj
ftär,3,left (not right),adj
kxam,3,"middle, midpoint",n
vospxì’aw,3,January,n
tsakrrvay,3,"until then, in the meantime",adv
tswalnga’,3,powerful,adj
may’,3,"taste, try, sample, evaluate, check out, testdrive",v:tr
nìksran,3,in a mediocre manner,adv
ko’on,3,"ring, oval, closed shape roughly circular",n
yo’ko,3,circle,n
lì’uvi,3,affix,n
swaran,3,"humble, modest, self-effacing",adj
txìm,3,"butt, rear end, ass",n
fwìng,3,humiliate,nv:si
lätxayn,3,"defeat in battle, conquer",v:tr
pìsaw,3,"clumsy, accidentprone",adj
nìtsyungwen,3,Zhongwen,adv
swawtsyìp,3,"little moment, second",n
pela’ang,3,what the hell,intj
kelhoan,3,uncomfortable,adj
stiwisiyu,3,mischiefmaker,n
nìyawr,3,"correctly, rightly",adv
nantang,3,"viperwolf Caniferratus costatus, striped armored wolf",n
flrr,3,"gentle, mild, tender  (people or things)",adj
lemweypey,3,patient,adj
hawmpam,3,"noise. sound that is excessive, unnecessary, inappropriate, unexpected or startling",n
akum,3,that (as a result),conj
txinfpìl,3,main point,n
’ok,3,remembrance,n
srese’a,3,"prophetize, prophesize, prophesy, predict",v:tr
txantxewvay,3,maximally,adv
kxamtseng,3,"center, place in the middle",n
fe’pey,3,"feel dread, expect something bad to happen, fear",v:in
tìlam,3,appearance,n
lepay,3,watery,adj
’opinsung,3,"color, color in",v:tr
tìwew,3,"coldness, cold",n
tsukx,3,stab,v:tr
pamrelsiyu,3,writer,n
txayo,3,"field, open terrain, plain",n
ve’o,3,"order (as opposed to disorder or chaos), organization",n
tìflä,3,success (in general),n
leioae,3,to respect,nv:si
säfngo’,3,"requirement, demand",n
emkä,3,cross,v:tr
sre’,3,tooth,n
salewfya,3,"direction, course",n
sänume,3,"teaching, instruction",n
kavan,3,support (physically),v:tr
sreton’ong,3,"dusk, evening before sunset",n
txukx,3,deep (physically),adj
sru’,3,"crush, trample",v:tr
hawng,3,overabundance,n
fyeng,3,steep,adj
tìpähem,3,arrival,n
yo’kofya,3,cycle,n
paytxew,3,"shoreline, water’s edge",n
txankeltrrtrr,3,extraordinary,adj
yak,3,"diverge, change direction, go astray",nv:si
leym,3,"call, cry out, exclaim",v:in
tìyora’,3,"victory, a win",n
txekxumpay,3,"magma, lava",n
nì’eyng,3,"back, in response, in answer",adv
trr’ong,3,"dawn, sunrise",n
wäte,3,"argue, dispute",v:tr
wotx,3,"totality, whole",n
vrrìn,3,be busy (negative sense): be tired out and overwhelmed by an activity that’s keeping one busy,v:in
vingkap,3,"occur to one, pop into one’s mind",v:tr
fyanyo,3,"table, elevated utilitarian surface",n
ngä’än,3,"suffer mentally or emotionally, be miserable",v:in
lewng,3,shame,n
lewnga’,3,shameful (for things and behavior),adj
swapxì,3,family member,n
matu,3,"excuse me, hey",intj
manga,3,"hey, hey you",intj
tsa,3,that,aff:pre
mungwrrtxo,3,"unless, except if",conj
am,3,(past tense),aff:in
metkayina,3,Reef People Clan,n:pr
kerìsmìsì,3,Christmas,n:pr
räptum,3,"coarse, vulgar, socially unacceptable",adj
txopunil,3,nightmare,n
tarep,3,"save, rescue",v:tr
tewng,2,loincloth,n
txantompa,2,"rainstorm, heavy rain",n
renu,2,pattern,n
kinam,2,leg,n
snonivi,2,singleperson hammock,n
vonvä’,2,"butthole, asshole, dickhead (vulgar)",n
koaktan,2,old man,n
sa’nu,2,"mum, mommy (affectionate form of)",n
kewong,2,alien,adj
tsin,2,"nail, claw",n
tì’al,2,wastefulness,n
tìftanglen,2,prevention,n
’änsyem,2,complete,adj
trrtxon,2,the day and night cycle of Pandora,n
mu’ni,2,"accomplish, achieve",v:tr
fahew,2,smell,n
tìnawri,2,talent,n
nìtsleng,2,falsely,adv
tìvawm,2,darkness,n
pxel,2,"like, as",adp
pxun,2,arm,n
kakrel,2,blind,adj
syaksyuk,2,prolemuris,n
pxelo,2,"thrice, three times",adv
vrrtep,2,demon,n
lì’ukìngvi,2,phrase,n
fwefwi,2,whistle,v:in
snomo,2,private space that one can retreat to,n
tìyo’,2,perfection,n
tìkenong,2,example,n
lawr,2,melody,n
lepxìmrun,2,"common, often found",adj
teylupil,2,teylu-face (vulgar),n
txal,2,back (of the body),n
nìran,2,"basically, fundamentally, in essence",adv
tìslan,2,"support (emotional, social or personal support) ",n
tìlor,2,beauty,n
hawre’,2,hat,n
am’aluke,2,without a doubt,adv
riti,2,stingbat,n
nawfwe,2,fluent (for speech),adj
miklor,2,"pleasant sounding, beautiful sounding",adj
lì’upam,2,"accent, pronunciation",n
nìhek,2,"strangely, oddly",adv
mo’ara,2,gathering place,n
lì’uvan,2,"pun, wordplay",n
pxir,2,beer,n
zìskrrtsawn,2,"autumn, fall",n
fngä’,2,"relieve oneself; (on Earth) use the restroom, go to the bathroom",v:in
iv,2,(subjunctive),aff:in
sresrr’ong,2,before dawn,n
omatikaya,2,Blue Flute Clan,n:pr
lenomum,2,curious,adj
vä’,2,"unpleasant to the senses, noisome",adj
pximaw,2,right after,adp
wip,2,salty,adj
rì’ìr,2,reflection,n
sey,2,cup or bowl minimally modified from naturally occuring resources,n
tìpängkxotsyìp,2,little conversation,n
nìlkeftang,2,"continuously, incessantly, without stopping",adv
leye’krr,2,early,adj
lesngä’i,2,"original, existing at or from the start, first in a series",adj
lupra,2,style,n
nìksman,2,wonderfully,adv
prrte’,2,pleasurable (of an activity),adj
fyeyn,2,"ripe, mature, adult",adj
mong,2,"depend on, rely on, trust for protection",v:tr
hìmpxì,2,"minority, least, small part",n
snayì,2,"staircase, series of steplike levels",n
tìleymkem,2,"protesting, protest (abstract concept)",n
srefpìl,2,assume,v:tr
txantsawl,2,"giant, huge",adj
nawang,2,"merge, become one with",v:in
kllvawm,2,brown,adj
sngä’itseng,2,"beginning, starting position, initial location",n
päsketpol,2,basketball,n
tsengo,2,somewhere,pn
hultstxem,2,hinder,v:tr
trrmuve,2,Monday,n
ioi,2,"adornment, or ceremonial apparel (item of)",n
kawnomum,2,unknown,adj
fekumnga’,2,disadvantageous,adj
aylaru,2,to the others,pn
fekum,2,"disadvantage, drawback, downside",n
pa’o,2,side,n
kinamtil,2,knee,n
tìtxap,2,pressure (physical),n
lekxan,2,"blocked, obstructed; frustrated",adj
wep,2,"web (as in world wide web, www)",n
säplltxevi,2,comment,n
vospxìay,2,next month,n
kllwo,2,"alight, land (process of)",v:in
’oratsyìp,2,"pond, pool",n
tungzup,2,drop,v:tr
trrpxeyve,2,Tuesday,n
kive,2,seventh (ordinal),adj
volve,2,eighth (ordinal),adj
tstew,2,brave,adj
tìve’kì,2,hatred,n
hìm,2,small (in quantity),adj
snaytx,2,lose,v:tr
pxim,2,"erect, upright",adj
sraw,2,painful,adj
wempongu,2,"squad, military clan, battle party",n
kä’ärìp,2,push,v:tr
syar,2,"stick, stick to, adhere",v:in
vospxìvolaw,2,September,n
’eve,2,girl (colloquial),n
lan,2,resin,n
tskxaytsyìp,2,hail,n
tìkelu,2,lack,n
kxamtxomaw,2,after midnight,n
säpenghrr,2,warning,n
fralo,2,"every time, every instance, each time",adv
hiup,2,"spit, spit out",v:tr
kenten,2,fan lizard,n
tìmal,2,trustworthiness,n
nìwä,2,"on the contrary, conversely",adv
nemrey,2,in a fashion as if one’s life were at stake,adv
’ele’wll,2,"thorny paw, cactus",n
tìtsukanom,2,availability,n
zekwä,2,finger,n
trr’ongmaw,2,dawn after sunrise,n
ngam,2,echo,n
sopyu,2,traveller,n
mesrray,2,"the day after tomorrow, two days from now",n
ingyentsyìp,2,"trick, sleight of hand, clever/special methodology",n
sekrr,2,present,n
r,2,"(dative case, indirect object)",aff:suf
tsyo,2,flour,n
tìtxaw,2,punishment,n
äzanluke,2,"voluntarily, without force or compulsion",adv
sweyn,2,"keep, preserve",v:tr
sum,2,shell (from the ocean),n
tsenga,2,"where, place where",conj
wawe,2,"meaning, importance, significance",n
snewsye,2,"weird, spooky",adj
tumpin,2,"red, orange",n
keye’ung,2,insanity,n
fyole,2,"sublime, beyond perfection",adj
tsukyom,2,edible,adj
säspxintsyìp,2,minor ailment,n
tsopì,2,lung,n
säplltxe,2,statement,n
nopx,2,"put away, store",v:tr
vospxìvosìng,2,December,n
koak,2,"old, aged (for living things)",adj
klltxay,2,lie on the ground,v:in
zam,2,sixty four,num
srefereiey nìprrte’,2,looking forward to,phr
kawl,2,"hard, diligently",adv
lehoan,2,comfortable,adj
tirea,2,spirit,n
ekxtxu,2,rough,adj
ronguway,2,howl,v:in
säfrrfen,2,"visit, an instance of visiting",n
vopxì,2,one-eighth,n
mowarsiyu,2,advisor,n
nìNa’vi,2,"like the Na’vi, Na’vily",adv
Eytukan,2,Eytukan (male leader of the Omatikaya),n:pr
’Rrta,2,Earth,n:pr
Na’vi,2,"the People, indigenous Pandoran sentient race",n:pr
hìmtxampe,1,how much,inter
neyn,1,"light colors, shades of white",adj
tìfkeytongay,1,reality,n
tawtxew,1,"horizon, skyline",n
toktor,1,doctor,n
snolup,1,"personal style or aesthetic, presence",n
teyrpin,1,white,n
fnepe,1,which kind,inter
kelfpomron,1,unhealthy (mentally),adj
kxangangang,1,boom (onomatopoeic),intj
fratxon,1,every night,adv
tì’em,1,the art of cooking,n
tìngong,1,"lethargy, laziness",n
lefnelan,1,male,adj
tinan,1,reading,n
lewn,1,"endure, stand, tolerate",v:tr
pefnel,1,which kind,inter
kanfpìl,1,"concentrate, focus one’s attention",v:in
pxiswaway,1,in just a second from now,adv
tsrul,1,nest; protected area serving as the home of Pandoran fauna,n
zìma’uyu,1,"newcomer, someone who has just arrived on the scene",n
uniltìranyu,1,avatar driver,n
prrkxentrrkrr,1,"day time smoking pleasure, vibrating tongue (slang for romantic activities)",n
me’em,1,harmonious,adj
sä’ipu,1,something humorous,n
narvä’,1,"ugly, unsightly",adj
iknimaya,1,"Stairway to Heaven, the rite of passage for young Na’vi",n:pr
rìkean,1,leaf green,adj
pamtseongopyu,1,"music creator, composer",n
’otxang,1,musical instrument (generic term),n
tìtstunwinga’,1,kind,adj
kxange,1,yawn,v:in
ä,1,"(genitive case, possessive)",aff:suf
ngampam,1,rhyme,nv:si
tspìng,1,austrapede,n
fta,1,knot,n
hafyon,1,wisdom,n
’ak,1,"ow, ouch",intj
säflä,1,success (an instance of succeeding),n
yìm,1,bind,v:tr
kavuk,1,treachery,n
tatlam,1,apparently,adv
flì,1,thin,adj
frir,1,layer,n
txap,1,"press, press on, apply (physical) pressure to",v:tr
trrmrrve,1,Thursday,n
kawkxan,1,"free, unblocked, unobstructed, clear",adj
tìftxulì’u,1,"speechmaking, public speaking",n
letxi,1,"hurried, frenzied",adj
lafyon,1,wise,adj
tìprrte’,1,pleasure,n
tsyìräfì,1,giraffe,n
kelha’,1,inappropriate,adj
fpap,1,pound,v:tr
ralu,1,male Na’vi,n:pr
tìyewn,1,expression,n
’onglawn,1,exhiliration of first bonding,n
äie,1,vision (spiritual),n
’ana,1,hanging vine,n
maweypeyyu,1,One who is patient,n
pxe,1,(trial),aff:pre
mam,1,wrap,v:tr
kur,1,hang,v:in
spxam,1,"mushroom, fungus",n
kawnglan,1,"malicious, bad hearted",adj
säsrätx,1,annoyance,n
mowan,1,"pleasing, enjoyable (physically, sexually)",adj
letrr,1,daily,adj
yawnetu,1,loved one,n
l,1,"(agentive case, subject of transitive verb)",aff:suf
anurai,1,Na’vi Clan name,n:pr
tawkami,1,Na’vi Clan name,n:pr
meuianga’,1,"honorable, honorably",adj
hufwetsyìp,1,"breeze, light wind",n
väpam,1,"noise. ugly or unpleasant sound, screech",n
takip,1,from among,adp
fmongyu,1,thief,n
säkanom,1,"something acquired, an acquisition, a possession",n
tsang,1,piercing,n
leyewla,1,disappointing,adj
taksyokx,1,clap hands,v:in
nì’en,1,"making an informed guess, acting on intuition",adv
telem,1,cord,n
lenrra,1,proud,adj
ìy,1,(near future tense),aff:in
mektseng,1,"gap, breach",n
er,1,(imperfective aspect),aff:in
tìoeyktìng,1,explanation,n
ketrìp,1,"unfortunate, inauspicious",adj
nìtut,1,continually,adv
’akra,1,soil (fertile),n
kelemweypey,1,impatient,adj
velke,1,"chaotic, messy, disorganized, in shambles",adj
kllpa,1,bottom,n
kan’ìn,1,"focus on, specialize in, be particularly interested in",v:tr
numultxatu,1,"classmate, member of a class",n
käsrìn,1,lend,v:tr
hafyonga’,1,wise,adj
zize’,1,hellfire wasp,n
nìnu,1,"failingly, falteringly, in vain, fruitlessly, not achieving the desired or expected end",adv
tìtslam,1,"understanding, intelligence",n
pllhrr,1,warn,v:in
tìlang,1,exploration,n
pan,1,"third, one third",n
layompin,1,black,n
vultsyìp,1,stick,n
tìhipx,1,control,n
sutx,1,"track, follow",v:tr
nìfranse,1,French,adv
lefnele,1,female,adj
akrrta,1,since (temporal),conj
sälang,1,an exploration or investigation,n
kìng,1,thread,n
’awnìm,1,avoid,v:tr
slukx,1,horn of an animal,n
tswìk,1,suck,v:tr
fwep,1,dust (on a surface),n
ultxatu,1,meeting participant,n
tsankumnga’,1,advantageous,adj
nìftxavang,1,"passionately, with all heart",adv
tìwìngay,1,"proof, proving (abstract)",n
tireapängkxo,1,commune,v:?
kxemyo,1,"wall, vertical surface",n
rawng,1,"entrance, doorway",n
tìfmong,1,theft,n
kawngsar,1,exploit,v:tr
pari,1,Paris,n:pr
ngäng,1,stomach,n
raw,1,down to,adp
kew,1,zero,num
tatep,1,"lose track, lose awareness of something",v:tr
tìhan,1,loss,n
säwäte,1,"point of contention, source of argument, thing disputed",n
za’ärìp,1,pull,v:tr
zawng,1,scream,v:in
nìpxay,1,"many, manily",adv
stxenutìng,1,offer,v:tr
nìzen,1,necessarily,adv
nalutsa,1,large armored whalelike sea creature,n
smaoe,1,"phalanxia, heavily thorned plant",n
utraltsyìp,1,bush,n
le’al,1,wasteful,adj
nìtkanluke,1,"accidentally, unintentionally",adv
snep,1,narrow,adj
faoi,1,smooth,adj
pe’ngay,1,"judge, conclude",v:in
kllpä,1,"land, reach the ground",v:in
ta’em,1,from above,adv
utu,1,forest canopy,n
muntrray,1,next weekend,n
tì’iluke,1,"endless, neverending (in a temporal sense)",adj
